u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
-0.4506815075874328,18.80517196655273,19.086669921875,-0.3500545918941498,18.2932186126709,0.0028655678033828,0.0044191367924213,0.0003281021781731,24.554214477539062,18.316547393798828,19.850690841674805,0.1871007978916168,17.0
-0.3257369995117187,18.81857109069824,19.092390060424805,-0.3058030009269714,18.29480743408203,0.000256781670032,0.0006058723665773,-0.0007853526622056,24.53807830810547,18.31495475769043,19.85067176818848,0.2454174906015396,17.0
-0.4408640265464782,18.82876968383789,19.089380264282227,-0.3725026249885559,18.29409408569336,0.0023549713660031,0.0012895871186628,0.0003864681930281,24.544692993164062,18.32630729675293,19.85065650939941,0.1766153424978256,17.0
-0.3270256817340851,18.835567474365234,19.0830307006836,-0.3161987066268921,18.29254150390625,0.0061046658083796,2.558432606747374e-05,0.0020456609781831,24.554018020629883,18.3308334350586,19.85064697265625,0.2383027076721191,17.0
-0.471150130033493,18.857032775878903,19.0825252532959,-0.3322721421718597,18.291427612304688,0.0031328229233622,-0.0643167793750763,0.0371837764978408,24.56539726257324,18.32666206359864,19.85063934326172,0.2081966549158096,17.0
-0.5389726161956787,18.90154838562012,19.07710838317871,0.009147472679615,18.29062843322754,0.0096361236646771,-0.613635241985321,0.3367473483085632,24.57360076904297,18.323862075805664,19.85063362121582,0.4762178361415863,17.0
-0.6531484723091125,18.94171142578125,19.074583053588867,0.2388896942138672,18.292524337768555,0.0013370123924687,-1.0056473016738892,0.5542112588882446,24.57657814025879,18.321935653686523,19.850629806518555,0.6700153350830078,17.0
-0.7583915591239929,18.960861206054688,19.08249855041504,0.3950992524623871,18.29404067993164,0.0014219575095921,-1.288383722305298,0.7063699960708618,24.574949264526367,18.31465530395508,19.85062789916992,0.7520354986190796,17.0
-0.7271284461021423,18.97354507446289,19.085533142089844,0.5466225147247314,18.291963577270508,0.0005765525856986,-1.490530490875244,0.8173394799232483,24.567079544067383,18.30692481994629,19.85062599182129,0.9105414152145386,17.0
-0.8743074536323547,18.987812042236328,19.07602500915528,0.5789439678192139,18.287233352661133,-0.0012478795833885,-1.6344635486602783,0.8980128765106201,24.553241729736328,18.301733016967773,19.850624084472656,0.9240097999572754,17.0
-0.7669839859008789,18.99870109558105,19.078054428100582,0.6892814040184021,18.28650283813477,0.0018526752246543,-1.7392078638076782,0.9520295262336732,24.534229278564453,18.30541610717773,19.850622177124023,1.0335381031036377,17.0
-0.8912748694419861,19.004302978515625,19.08316230773925,0.6804993152618408,18.28929901123047,-0.0041424613445997,-1.8121256828308103,0.9954599738121032,24.5189208984375,18.30359268188477,19.8769588470459,1.0317845344543457,17.0
-0.8437439203262329,18.99006080627441,19.089574813842773,0.732,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
